Region,Year,Sexo,Grupo,Valor,Min,Max
Barbados,2004,Masculino,Todas edades," 269,58 "," 213,11 "," 337,41 "
Barbados,2005,Femenino,Estandarizada edad," 145,16 "," 114,01 "," 181,72 "
Barbados,2005,Femenino,Todas edades," 325,03 "," 255,48 "," 404,06 "
Barbados,2005,Masculino,Estandarizada edad," 167,70 "," 132,74 "," 209,76 "
Barbados,2005,Masculino,Todas edades," 252,43 "," 198,76 "," 316,26 "
Barbados,2006,Femenino,Estandarizada edad," 149,48 "," 117,16 "," 187,54 "
Barbados,2006,Femenino,Todas edades," 335,14 "," 262,74 "," 417,51 "
Barbados,2006,Masculino,Estandarizada edad," 175,22 "," 138,98 "," 219,02 "
Barbados,2006,Masculino,Todas edades," 266,73 "," 210,66 "," 333,64 "
Barbados,2007,Femenino,Estandarizada edad," 149,64 "," 117,14 "," 187,31 "
Barbados,2007,Femenino,Todas edades," 338,21 "," 264,36 "," 421,05 "
Barbados,2007,Masculino,Estandarizada edad," 190,46 "," 150,42 "," 238,70 "
Barbados,2007,Masculino,Todas edades," 292,63 "," 230,32 "," 366,57 "
Barbados,2008,Femenino,Estandarizada edad," 147,77 "," 115,01 "," 185,77 "
Barbados,2008,Femenino,Todas edades," 336,41 "," 261,49 "," 420,18 "
Barbados,2008,Masculino,Estandarizada edad," 188,68 "," 148,72 "," 236,24 "
Barbados,2008,Masculino,Todas edades," 293,91 "," 230,74 "," 367,87 "
Barbados,2009,Femenino,Estandarizada edad," 144,18 "," 112,28 "," 181,18 "
Barbados,2009,Femenino,Todas edades," 336,70 "," 261,81 "," 420,59 "
Barbados,2009,Masculino,Estandarizada edad," 172,34 "," 135,10 "," 216,76 "
Barbados,2009,Masculino,Todas edades," 272,23 "," 212,57 "," 342,29 "
Barbados,2010,Femenino,Estandarizada edad," 139,87 "," 108,72 "," 176,12 "
Barbados,2010,Femenino,Todas edades," 334,27 "," 259,54 "," 418,67 "
Barbados,2010,Masculino,Estandarizada edad," 166,15 "," 129,75 "," 209,70 "
Barbados,2010,Masculino,Todas edades," 263,17 "," 204,74 "," 332,19 "
Barbados,2011,Femenino,Estandarizada edad," 142,60 "," 110,60 "," 180,38 "
Barbados,2012,Femenino,Todas edades," 343,38 "," 266,21 "," 431,89 "
Barbados,2013,Masculino,Estandarizada edad," 160,63 "," 124,87 "," 203,78 "
